34.51796,0.1754,-0.8109,0.0044,92.2306,11.9623,-1.7842
34.65857,0.1759,-0.8059,0.0048,92.4722,11.8954,-0.9898
34.76779,0.1761,-0.8048,0.0049,92.6269,11.8766,-0.8282
47.10277,-0.2598,-0.3186,0.4007,96.2746,-14.5091,37.3204
47.26674,-0.2605,-0.3173,0.4003,96.1952,-14.4671,37.4728
108.2781,0.1218,-0.7369,-0.0249,102.9154,13.3657,19.2145
111.0141,0.1224,-0.7343,-0.0244,102.2213,13.1685,18.9807
158.0381,0.2155,-0.7965,-0.0886,92.8603,17.877,5.7681
158.1503,0.2167,-0.7999,-0.0912,92.9974,17.8853,5.5841
193.8029,-0.193,-0.4782,0.3062,97.1973,-11.5962,25.012
209.6629,0.1245,-0.8146,-0.1179,91.3053,10.9363,15.7117
209.7984,0.1248,-0.8152,-0.1174,91.7837,10.7388,15.514
79.9045,-0.2478,-0.4515,0.1766,94.7035,6.8657,14.1117
80.12584,-0.2477,-0.4513,0.1777,94.8819,6.6314,14.0772
80.23576,-0.2476,-0.4512,0.1774,95.1048,6.717,14.0355
65.14813,0.2571,-0.8179,-0.0209,87.1284,12.9582,1.1228
65.28616,0.2573,-0.8166,-0.0211,87.2006,12.9956,1.3725
80.69934,-0.1941,-0.4834,0.2195,100.1754,1.7141,23.739
80.86579,-0.1953,-0.4824,0.2203,100.236,1.6391,23.8586
94.96367,0.1975,-0.7515,-0.029,88.6157,9.8692,1.0458
95.15814,0.1987,-0.7519,-0.0292,88.6578,9.8829,0.9164
108.2569,-0.253,-0.4557,0.3027,98.0871,0.6939,13.6843
108.4216,-0.2552,-0.4556,0.3039,98.2332,0.4935,13.6542
49.88515,0.5466,-0.5931,0.2319,90.86,22.9947,40.3932
50.02452,0.5472,-0.5927,0.2343,91.0856,22.7865,40.4288
73.10748,0.1332,-0.7017,0.1677,89.4951,27.7311,24.6977
73.23234,0.1338,-0.7019,0.169,89.5663,27.5296,24.687
75.94023,0.5625,-0.7485,0.2675,89.6521,18.774,23.6574
76.08157,0.5611,-0.7475,0.2657,89.8178,18.899,23.89
79.20394,0.5311,-0.7591,0.2719,90.379,17.4122,25.5764
79.32958,0.5318,-0.7602,0.2739,89.8655,17.2382,25.3521
277.4348,0.0459,-0.7743,0.1857,88.041,21.0811,19.2289
277.5722,0.0454,-0.7769,0.1931,87.4616,20.4203,18.8698
279.8069,0.5312,-0.7626,0.4122,87.4228,7.0979,15.4182
279.9333,0.5342,-0.7719,0.4102,87.4411,7.3088,14.5278
8.005999,0.1509,-0.6881,0.2,90.99,21.7608,-6.229
8.145674,0.1526,-0.6917,0.2004,90.1919,21.3562,-6.5052
10.35332,0.4769,-0.6803,0.5824,87.5745,2.0819,-3.4171
10.47755,0.4774,-0.6799,0.5797,86.5998,2.3879,-3.3109
10.58946,0.4774,-0.6839,0.5765,86.4344,2.7523,-3.9138
15.29822,0.4414,-0.7502,0.0841,90.2334,24.6769,19.0602
15.43786,0.4414,-0.7495,0.0847,90.1236,24.5945,19.1385
17.2553,0.4798,-0.688,0.5487,91.4677,2.2153,21.6551
17.36619,0.4759,-0.6815,0.5516,91.0393,1.9131,22.2256
17.46397,0.4766,-0.6852,0.5504,90.7657,2.1162,21.614
21.47464,0.3243,-0.6875,0.2521,88.5932,17.949,-16.9584
21.61308,0.3274,-0.692,0.2538,89.2369,17.8809,-16.9622
22.93213,0.391,-0.6767,0.7411,86.5304,-4.8541,-10.037
23.11383,0.3921,-0.673,0.7411,86.0766,-4.9887,-9.4529
32.33399,0.3041,-0.944,0.6351,96.7476,8.0443,-37.0399
32.44576,0.3064,-0.9398,0.6387,95.7595,7.2827,-36.3854
38.55745,0.3212,-0.4609,0.2904,96.3643,25.978,-3.128
38.75284,0.324,-0.457,0.2971,96.5417,25.1299,-2.6547
47.75068,0.2554,-0.5024,0.2311,91.4884,19.4814,-4.2202
47.87647,0.2572,-0.4979,0.2366,90.6893,18.7709,-3.487
55.82006,0.3589,-0.5413,0.6453,88.9856,-4.2971,-0.8891
55.95929,0.3585,-0.5446,0.6502,88.4706,-4.9206,-1.2463
57.52939,0.3036,-0.5395,0.3018,90.2857,13.7848,-1.2787
57.66839,0.3035,-0.538,0.3025,90.519,13.768,-1.0595
57.86232,0.3033,-0.5394,0.3021,90.3263,13.8737,-1.2801
74.02946,0.2785,-0.4979,0.3312,87.6217,16.4948,-1.5133
74.14138,0.2763,-0.4978,0.3262,87.5451,16.6275,-1.2241
74.34926,0.274,-0.4982,0.3219,87.3989,16.7533,-1.097
74.44766,0.2719,-0.4991,0.3187,87.3741,16.8533,-1.0889
74.59914,0.2711,-0.4988,0.3183,87.1798,16.7809,-1.0538
74.69608,0.2712,-0.4988,0.3193,87.22,16.6189,-1.0745
74.79462,0.2714,-0.4986,0.3218,87.3439,16.3053,-1.1138
74.90406,0.2705,-0.4977,0.3244,87.4537,16.0608,-1.0656
75.04212,0.2596,-0.4958,0.3237,87.4927,15.9697,-0.9797
75.21036,0.2492,-0.4955,0.3217,87.5531,15.9057,-0.9896
75.34866,0.2408,-0.4923,0.3239,87.5504,15.5894,-0.674
75.44511,0.2334,-0.4897,0.3249,87.6034,15.4377,-0.4745
75.54279,0.225,-0.4862,0.325,87.8349,15.3575,-0.3328
75.65351,0.2168,-0.4813,0.3252,88.111,15.2535,-0.1309
75.79287,0.2104,-0.4768,0.326,88.3694,15.1117,0.098
75.89009,0.2059,-0.4737,0.328,88.5427,14.8854,0.3063
76.0014,0.2016,-0.4713,0.3305,88.6067,14.622,0.5095
76.11214,0.197,-0.47,0.3331,88.6427,14.3887,0.6478
76.20913,0.1922,-0.4699,0.3351,88.6997,14.213,0.688
76.32161,0.1861,-0.4699,0.3366,88.638,14.0434,0.7756
76.50252,0.1756,-0.4732,0.3358,88.5927,14.0014,0.7831
76.71067,0.167,-0.4775,0.3344,88.4926,13.9905,0.7225
76.84772,0.162,-0.4783,0.3338,88.3788,13.9745,0.7972
77.01418,0.156,-0.4776,0.3324,88.3886,14.0428,0.915
77.15444,0.1515,-0.476,0.3303,88.4696,14.2118,1.127
77.26481,0.1479,-0.4754,0.3286,88.5041,14.3366,1.2463
77.40322,0.1437,-0.4761,0.3264,88.6627,14.5353,1.2913
77.50218,0.1396,-0.478,0.3247,88.83,14.6912,1.2249
77.6112,0.1359,-0.4798,0.3244,88.9554,14.7352,1.153
77.70921,0.1313,-0.4808,0.3251,89.0784,14.7182,1.1335
77.81956,0.1223,-0.4771,0.3277,89.46,14.6365,1.4843
77.95839,0.114,-0.475,0.333,89.7701,14.4391,1.625
78.06978,0.1012,-0.4673,0.3414,89.9645,14.0413,2.3218
78.16885,0.0863,-0.4535,0.3421,89.8876,14.143,3.6635
78.26459,0.0773,-0.4461,0.3423,89.6447,14.2121,4.3343
78.37734,0.0687,-0.4421,0.3482,89.1856,13.7934,4.7366
78.51457,0.0586,-0.4426,0.3618,88.7821,12.9221,4.7957
78.61304,0.0518,-0.4542,0.3731,88.7051,12.3339,3.7505
78.72249,0.0443,-0.4643,0.3768,89.287,12.5638,2.9756
78.81924,0.039,-0.4744,0.3745,90.4686,13.1604,2.0062
78.93379,0.0381,-0.4789,0.3762,90.6359,13.027,1.5184
79.07015,0.0381,-0.4809,0.3778,90.607,12.8504,1.2543
79.16854,0.0382,-0.4819,0.3787,90.5488,12.7706,1.1272
79.30539,0.039,-0.4827,0.3793,90.5009,12.7285,1.0248
79.61196,0.0451,-0.4823,0.3792,90.6013,12.7539,0.9874
79.94434,0.0491,-0.4815,0.3786,90.7027,12.8148,1.032
80.31906,0.0508,-0.4815,0.3778,90.7426,12.915,1.0355
80.45763,0.051,-0.482,0.377,90.7229,13.0222,0.9866
80.59732,0.051,-0.4823,0.3762,90.6744,13.1299,0.9518
80.76447,0.051,-0.4826,0.3753,90.6085,13.236,0.9245
80.90246,0.0509,-0.4828,0.3745,90.557,13.3413,0.9162
81.01393,0.0509,-0.483,0.3736,90.5359,13.4499,0.8975
81.16633,0.0509,-0.4831,0.3727,90.5273,13.5585,0.8925
81.51301,0.0519,-0.4829,0.3714,90.5147,13.6596,0.8883
82.68018,0.0552,-0.4831,0.3699,90.5482,13.7142,0.7876
83.26483,0.0577,-0.4836,0.3723,90.5599,13.5027,0.6712
83.40374,0.0836,-0.4899,0.408,90.838,10.6524,-0.1984
83.50019,0.13,-0.5064,0.4743,90.4239,5.8929,-1.9114
83.61095,0.1802,-0.507,0.5519,89.1101,0.9871,-1.8902
83.70844,0.2285,-0.4979,0.6113,87.6374,-1.9217,-0.9672
83.81843,0.2663,-0.4949,0.6467,86.6067,-3.0378,-0.6739
83.95879,0.2883,-0.4985,0.6616,86.3089,-3.3095,-0.8664
84.05494,0.2991,-0.5023,0.6661,86.3341,-3.3877,-0.972
84.1526,0.3035,-0.5053,0.6675,86.4127,-3.4266,-1.0723
84.26348,0.3061,-0.5075,0.6683,86.5641,-3.4749,-1.1384
84.93037,0.3124,-0.5113,0.6684,86.4945,-3.4437,-1.0337
85.06883,0.3131,-0.5117,0.6685,86.3753,-3.4127,-0.9723
85.29231,0.3146,-0.5122,0.6685,86.2704,-3.357,-0.888
85.41901,0.3152,-0.5119,0.6677,86.2287,-3.2549,-0.8245
85.59719,0.3157,-0.5115,0.6666,86.2069,-3.149,-0.7694
85.73561,0.3163,-0.511,0.6654,86.2113,-3.0456,-0.7292
85.90388,0.317,-0.5101,0.6639,86.2214,-2.9372,-0.6855
86.01524,0.3174,-0.5089,0.6624,86.2222,-2.8366,-0.6334
86.15227,0.318,-0.5071,0.6607,86.1966,-2.73,-0.5637
86.73579,0.3205,-0.5054,0.6582,86.2675,-2.6331,-0.6751
86.8772,0.3212,-0.5059,0.657,86.3356,-2.5309,-0.7695
86.97285,0.322,-0.5052,0.6555,86.4225,-2.4182,-0.752
87.08441,0.3229,-0.5039,0.6538,86.52,-2.293,-0.6854
87.2219,0.3236,-0.5025,0.6522,86.645,-2.1577,-0.6151
87.3328,0.3239,-0.502,0.6507,86.7655,-2.0051,-0.6204
87.43047,0.324,-0.5026,0.6492,86.8351,-1.8563,-0.7319
87.54127,0.3237,-0.5049,0.6483,86.8957,-1.7593,-1.0312
87.63907,0.3228,-0.5098,0.648,86.917,-1.7335,-1.5641
87.77782,0.321,-0.5165,0.6481,86.869,-1.7449,-2.1605
87.88953,0.319,-0.5217,0.6482,86.7337,-1.7474,-2.5706
88.00029,0.3168,-0.5256,0.6479,86.6192,-1.7372,-2.8696
88.09771,0.3147,-0.5287,0.6471,86.5518,-1.6931,-3.1341
88.20998,0.3128,-0.5307,0.6463,86.5274,-1.6548,-3.3122
88.30708,0.3111,-0.5324,0.6454,86.5178,-1.6205,-3.4596
88.44461,0.3092,-0.5344,0.6442,86.5217,-1.5703,-3.6169
88.55647,0.3073,-0.5374,0.643,86.5494,-1.5293,-3.821
88.65262,0.3055,-0.541,0.6424,86.5677,-1.5181,-4.0068
88.80569,0.3038,-0.5441,0.6419,86.5605,-1.5152,-4.1084
89.43248,0.3024,-0.5467,0.6403,86.6641,-1.4412,-4.1138
89.58472,0.3025,-0.5477,0.6392,86.7383,-1.3391,-4.17
89.72243,0.3017,-0.5483,0.6355,87.0727,-1.002,-4.233
89.81927,0.2999,-0.548,0.6271,87.3724,-0.4098,-4.2518
89.93063,0.2991,-0.5484,0.6211,87.5557,-0.0135,-4.3242
90.02876,0.299,-0.549,0.619,87.6099,0.1109,-4.3817
90.18087,0.2992,-0.55,0.6172,87.6299,0.2229,-4.4647
90.29291,0.2994,-0.5508,0.6155,87.6396,0.3343,-4.5252
90.38963,0.2997,-0.5514,0.6142,87.6425,0.4368,-4.5819
90.55688,0.2999,-0.5519,0.6127,87.6394,0.5473,-4.635
90.69601,0.2994,-0.5524,0.6069,87.6395,0.9868,-4.6844
90.80595,0.2956,-0.5517,0.5863,87.5966,2.382,-4.6732
90.94544,0.2926,-0.5508,0.5737,87.58,3.1353,-4.6457
91.04327,0.291,-0.5507,0.5677,87.6227,3.4997,-4.6587
91.13996,0.2901,-0.5507,0.5646,87.6745,3.6823,-4.683
91.34702,0.2895,-0.5509,0.5627,87.7185,3.7909,-4.705
91.4597,0.2886,-0.5519,0.5607,87.821,3.8799,-4.809
91.97211,0.2867,-0.5532,0.5585,87.8482,3.9831,-4.8958
92.23574,0.286,-0.5534,0.5573,87.7756,4.0973,-4.8537
92.37419,0.2831,-0.5512,0.5481,87.7901,4.7842,-4.6373
92.47187,0.2752,-0.5467,0.5262,88.061,6.1448,-4.3549
92.58349,0.2656,-0.5421,0.506,90.5716,7.3132,-4.0081
92.68115,0.2568,-0.5394,0.4873,90.7535,8.3434,-3.9688
92.82025,0.2519,-0.5381,0.477,90.7318,8.9506,-3.9528
92.91875,0.2495,-0.5379,0.4724,90.7428,9.2155,-3.9917
93.12654,0.2485,-0.5386,0.4713,90.6898,9.2332,-4.1
93.29214,0.2486,-0.5395,0.4725,90.6413,9.0927,-4.2142
93.43016,0.2486,-0.5413,0.4738,90.5298,8.9305,-4.4623
93.54319,0.2487,-0.5426,0.4747,90.4747,8.8335,-4.6098
93.65308,0.2489,-0.5435,0.4763,90.4384,8.7077,-4.6909
93.75089,0.2494,-0.5443,0.4782,90.4095,8.5577,-4.7357
93.86121,0.25,-0.5452,0.4805,90.3956,8.3812,-4.7679
94.00008,0.2506,-0.5462,0.4825,90.3762,8.2308,-4.8103
94.0982,0.2512,-0.5476,0.4846,90.361,8.0828,-4.8704
94.19567,0.2519,-0.5494,0.4872,90.3493,7.8994,-4.9424
94.30654,0.2526,-0.5515,0.4901,90.351,7.6892,-5.0453
94.41865,0.2529,-0.5531,0.4923,90.3208,7.54,-5.0978
94.55599,0.253,-0.5542,0.4942,90.2851,7.4215,-5.101
94.6543,0.2531,-0.5549,0.4959,90.2686,7.307,-5.0882
94.80611,0.253,-0.5555,0.4974,90.26,7.2037,-5.0691
94.91767,0.2527,-0.5557,0.4989,90.2478,7.1026,-5.0255
95.05498,0.2526,-0.5551,0.4992,90.1625,7.0936,-4.9199
95.40347,0.2519,-0.5549,0.501,90.1128,6.9892,-4.8356
95.51465,0.2518,-0.5548,0.5024,90.1062,6.8789,-4.7951
95.68015,0.2518,-0.5546,0.5038,90.0993,6.7687,-4.7588
96.23565,0.2517,-0.5549,0.5052,89.9911,6.719,-4.7824
20.66946,0.3473,-0.625,0.3281,94.3183,20.163,5.6472
20.84881,0.3495,-0.6281,0.3297,93.9857,19.9283,5.4454
22.20966,0.3371,-0.5951,0.6902,93.0917,-1.4146,7.2195
22.37756,0.336,-0.5905,0.695,92.8047,-1.8447,7.7493
24.88998,0.2808,-0.6166,0.6914,93.6367,0.602,6.5223
25.05856,0.2076,-0.5764,0.6563,94.2673,1.8558,10.1718
25.19533,0.1715,-0.5658,0.63,93.9784,2.5627,10.2748
27.70871,0.3225,-0.609,0.3512,88.7567,16.4063,6.9952
27.87346,0.3261,-0.6134,0.3479,87.3623,16.8633,5.8045
44.41771,0.3799,-0.6505,0.5433,88.8289,11.1704,5.5782
44.58435,0.3814,-0.6549,0.5417,88.4629,11.1014,5.312
45.2229,0.3202,-0.6423,0.3365,86.941,22.6091,6.0963
45.40282,0.3211,-0.6412,0.3391,86.0745,22.1437,6.1892
46.01373,0.3649,-0.6568,0.5819,87.7522,7.2332,4.2813
46.18035,0.3659,-0.657,0.5922,87.2349,6.4676,4.3654
47.12598,0.321,-0.6739,0.3705,85.3254,21.316,3.1957
73.14091,0.5791,-0.5567,0.3841,90.4732,14.3526,21.9871
73.2925,0.5809,-0.5555,0.3836,90.3509,14.3048,21.9274
74.64064,0.236,-0.6552,0.3815,89.7479,15.0044,9.5857
74.80653,0.2356,-0.6552,0.3824,89.3896,14.832,9.3982
